author,title,description,content,date
"Zane Woodford - Star Halifax,Lyndsay Armstrong - University of King’s College,Megan O’Toole,Elizabeth McSheffrey - Global News",More than half of Nova Scotians on wells are at risk of having lead in their water,"About 440,000 Nova Scotians — nearly half the province’s residents — draw tap water from a well.","HALIFAX—Darlene Arnold lives in the same home where she grew up, near the ocean in East Jeddore, a fishing village less than an hour’s drive east of Halifax.
Just like about 440,000 other Nova Scotians — nearly half the province’s residents — the 59-year-old… [+10545 chars]",2019-11-04T10:00:00Z
Jonathon Gatehouse,History suggests Andrew Scheer's interprovincial free-trade promise is destined to fail,Conservative leader Andrew Scheer has already set a date for a premiers meeting on interprovincial free trade. But the cross-country barriers will be difficult to dismantle.,"The date has been set, even if the formal invitations have yet to be sent out. 
Now all that remains is for Andrew Scheer to find a way to deliver on a promise that has eluded every Canadian prime minister since Confederation.
On Tuesday, the Conservative l… [+5991 chars]",2019-10-16T08:00:13Z
Sophia Harris,"Beyond Meat drops claims that eating meat ups risk of heart disease, cancer","Beyond Meat has dropped from its website statistics about the health risks of eating meat. The move follows criticism from experts about the company's health claims, but Beyond Meat said it's simply updating its site.","Beyond Meat has dropped from its website scary statistics about the health risks of eating meat that had been posted for months.
The move follows complaints from critics that Beyond Meat was marketing its vegetarian burger as healthier than meat without the … [+4611 chars]",2019-10-13T08:00:00Z
Matt Bohlsen,Lithium Miners News For The Month Of October 2019,Lithium prices were generally slightly lower in September. Lithium market news - Demand crash on the EV highway hits battery metals. Goldman Sachs says investor,Welcome to the October 2019 edition of the lithium miner news. This past month saw generally slightly lower lithium prices and some forecasts that lithium prices could go even lower not helped by the recent EV sales slowdown and lithium oversupply. There was … [+27424 chars],2019-10-25T14:15:33Z
The Canadian Press,Scientist responds to critique of industry ties after publishing study on red meat,A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.,"A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University's Bradley Johnston said Saturday tha… [+1303 chars]",2019-10-07T13:02:36Z
Jessica Deer,"Underfunded and under-resourced, Indigenous police services struggle with MMIWG cases",Three reports published this year call on structural and funding changes to Indigenous policing as many forces struggle to meet their communities' safety and security needs.,"Chronic underfunding and a lack of resources and access to training has hampered the ability of Indigenous police forces to properly investigate violence against Indigenous women and girls.
It's one of the many findings of the national inquiry into missing a… [+7943 chars]",2019-10-30T08:00:00Z
Carolyn Ray,Nova Scotia's only fertility clinic now offering egg storage,"Women who think they may want to have a baby in the future can finally have their eggs stored in Nova Scotia's only fertility clinic. And while the option comes at a steep cost, advocates say it opens doors for more families.","Women who think they may want to have a baby in the future can now have their eggs stored in Nova Scotia's only fertility clinic.
And while the option comes at a steep cost, advocates say it opens doors for more families.
""We've received over 20 calls in th… [+3814 chars]",2019-10-23T09:00:00Z
Richard Cuthbertson,Delays likely as protest Monday morning expected to shut down Macdonald Bridge,"Buses are being rerouted and commuters crossing Halifax harbour will likely face lengthy delays Monday morning as environmental activists move to close down the Macdonald Bridge, one of the city’s most important traffic arteries.","A climate change protest Monday morning on the Macdonald Bridge is expected to cause headaches for thousands of people trying to make their way from Dartmouth to downtown Halifax.
Buses are being rerouted and there is the potential of gridlock as traffic shi… [+4765 chars]",2019-10-06T18:51:05Z
Chris Selley,"Chris Selley: In the internet age, all political candidates have moved into glass houses","As more people enter politics with searchable records of their entire lives available to their opponents, we approach a mutually-assured-destruction scenario","By refusing this week to jettison Jaime Battiste, the Liberal candidate in Sydney-Victoria, N.S., Justin Trudeau almost looked like he was finally throwing in the towel on the feminist, progressive persona he deployed to such effect leading up to 2015. After … [+4202 chars]",2019-10-07T22:51:39Z
,Sacramento Kings Announce Basketball Operations Additions and Promotions,The Sacramento Kings announced today staff additions and promotions within the basketball operations department for the 2019-20 NBA season.,"The Sacramento Kings announced today staff additions and promotions within the basketball operations department for the 2019-20 NBA season.
New additions include Craig Slaunwhite as Head of Performance, Tommy Brice and Aisling Toolan as Physical Therapists, … [+7799 chars]",2019-10-10T21:27:43Z
Josh Rubin - Business Reporter,KFC hopes to avoid a hot mess with new bamboo buckets for poutine,Fast food chain launches a trial of new packaging—starting with poutine.,"Poutine just might be one of the messiest snack foods known to humankind.
That also, apparently, makes it the ideal way to test new, environmentally friendly packaging.
The gravy and cheese curd-laden mass of fries will be front and centre next year as KFC … [+4342 chars]",2019-11-05T20:21:00Z
Patrick Butler,Offshore oil exploration in N.L. often occurs without wildlife monitoring,Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the province's coast without environmental monitoring.,"Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the coast of Newfoundland and Labrador without environmental monitoring, according to documents obtained by CBC News.
Federal regulations require the pres… [+5114 chars]",2019-10-16T12:30:00Z
Patrick Butler,Offshore oil exploration in N.L. often occurs without wildlife monitoring,Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the province's coast without environmental monitoring.,"Oil and gas exploration using powerful air guns shown to be harmful to marine life regularly occurs off the coast of Newfoundland and Labrador without environmental monitoring, according to documents obtained by CBC News.
Federal regulations require the pres… [+5116 chars]",2019-10-16T12:30:00Z
,Blank Rome Attorney Laura Reathaford To Lead Lathrop Gage's California Employment & Labor Practice,"LOS ANGELES, Oct. 9, 2019 /PRNewswire/ -- Lathrop Gage announces leading Employment & Labor attorney Laura Reathaford as its newest Partner in the Los Angeles office. Joining from AmLaw 100 firm Blank Rome LLP, Reathaford will lead the Employment & Labor prac…","""I am excited to join Lathrop Gage for the opportunity it provides me to help develop the firm's impressive Employment &amp; Labor practice, by expanding its reach and influence among the Los Angeles area and throughout California,"" said Reathaford. ""This fir… [+1778 chars]",2019-10-09T20:00:00Z
The Canadian Press,Author of study on red meat responds to critique of his previous ties to meat industry,"Disclosure rules require the author to reveal outside funding received within three years, but critics said he should have disclosed later connections to the food industry","HALIFAX — A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University’s Bradley Johnston said Sa… [+1252 chars]",2019-10-05T19:42:51Z
"Christina Spencer, Ottawa Citizen","Charlebois: If you’re a meat lover, hug a vegan. Here’s why.",Some people think it's all a dietary cult. But vegans’ contribution to our public discourse about proteins should not be taken lightly.,"Friday, Nov. 1 is World Vegan Day. Canada is home to about 470,000 vegans, according to a recent Dalhousie University survey; the number has not increased significantly in recent years. Anyone who has lived a vegan lifestyle will tell you that it is amazingly… [+4938 chars]",2019-10-31T14:07:58Z
Nsikan Akpan,Should you eat more red meat?,"Despite new guidelines for red and processed meat, the answer is still broadly no. Here's why nutritional studies are so confusing.","The ever-changing nutrition recommendations we see in the news can be mystifying. 
One day, the story is coffee is good for us, and then its bad for us. Reputable doctors say pregnant women can drink red wine, and then another says hold up. This spring, over… [+17025 chars]",2019-10-07T19:31:32Z
By Dr Michael Mosley For The Mail On Sunday,Dr Michael Mosley reveals the truth about processed meat and cancer,"In an effort to clarify the issues surrounding, among other things, red and processed meat, the Mail on Sunday spoke to scientists who have devoted their careers to studying food and cancer.","The news last week was enough to make anyone wonder what to believe about healthy eating. 
For more than a decade, Government agencies have warned us to cut down on the red and processed meat we eat. But last week, as one reporter put it: Health chiefs have … [+38557 chars]",2019-10-05T22:26:44Z
Jeremy Nuttall - Star Vancouver,"Long the Green party’s lone MP, Elizabeth May confident the hard work is about to pay off","As public climate crisis pressure mounts, fundraising and polls suggest 2019 could be a breakout year for Canada’s Green party.","VANCOUVER ISLAND—Most people don’t find the lineup for the Brentwood Bay ferry terminal to be a relaxing place, but for Elizabeth May’s aides, weary after three long hard days of campaigning, the 40-minute wait provides a welcome respite. 
Their boss is anot… [+7621 chars]",2019-10-09T23:53:23Z
Gabriel Friedman,"Battling ‘battery cell scarcity’ and manufacturing hiccups, Tesla quietly buys Ontario automation firm","Richmond Hill-based Hibar Systems Ltd., which specializes in building 'complex high speed integrated battery assembly lines,' now a subsidiary of Tesla","Tesla Inc. has quietly acquired an Ontario-based battery manufacturer in its latest investment in Canada.
Richmond Hill-based Hibar Systems Ltd., which specializes in building “complex high speed integrated battery assembly lines,” is now a subsidiary of the… [+3568 chars]",2019-10-08T18:46:35Z
Doctor Amadeus,Meat is good for you and safe but wait...,"Honestly I have been keeping an eye on this for some years and limiting meat and processed foods more recently, even though reports like the above suggest that wasn't necessary, but NOW it seems as if the conventional science was correct and that limiting mea…",Scientist Who Discredited Meat Guidelines Didn't Report Past Food Industry TiesA surprising new study challenged decades of nutrition advice and gave consumers the green light to eat more red and processed meat. But what the study didnt say is that its lead a… [+2493 chars],2019-10-06T16:55:09Z
Christine Sismondo - Special to the Star,Meat vs. meatless? ‘Vegandale’ butcher insists there’s a third option,Is the possibility for a mindful relationship with meat getting lost in the meteoric rise of anti-meat sentiment?,"Jacob Wharton-Shukster, owner of Chantecler, a popular Parkdale restaurant, took out a lease this summer on the shop next door to expand the business. Since all of his restaurant’s 26 seats are often full, you might think he’d be looking to make space for mor… [+6284 chars]",2019-10-07T17:36:00Z
Michelle McQuigge,"Zero-tolerance policies aimed at stopping bullying not working, say experts","The shocking death of a 14-year-old Ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti-bullying campaigns that have gained prominence in Canada in recent years, those with expertise in the matter said on T…","The shocking death of a 14-year-old Ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti-bullying campaigns that have gained prominence in Canada in recent years, those with expertise in the matter said Thur… [+3841 chars]",2019-10-11T20:19:39Z
Rosemary Counter,MBA Guide 2020: Programs in Atlantic Canada,"Specializations, fast-tracking, brand-new buildings: Our updated 2020 MBA guide The post MBA Guide 2020: Programs in Atlantic Canada appeared first on Macleans.ca.","Memorial University of NewfoundlandSt. Johns
Full time: 4 monthsPar time: 36+ monthsWork experience: 2 yearsTuition: $8,900
This September, Memorial will welcome its inaugural class in the new one-year social enterprise and entrepreneurship MBA program (MBA… [+4843 chars]",2019-10-07T12:00:38Z
Christine Sismondo - Special to the Star,Is it possible to fight the climate crisis and eat some meat?,"While health concerns are driving some to eat less meat, environmental concerns are also a consideration.","Are we eating too much meat?
Well, that depends on who you ask. For instance, most animal rights activists would say any meat is too much. Certain advocates of high-protein diets might say we aren’t eating enough. And, there’s even division of opinion amongs… [+5824 chars]",2019-10-15T10:00:00Z
Viviane Callier,This Type of Algae Absorbs More Light for Photosynthesis Than Other Plants,"Though evolutionary mergers between cells, some algae have developed the ability to convert a wider spectrum of light energy into sugars","About 2.5 billion years ago, a pigment called chlorophyll appeared in single-celled organisms, allowing them to capture energy in the form of light and convert it into sugars. This biochemical trick, called photosynthesis, transformed the biosphere. Photosynt… [+5578 chars]",2019-10-23T17:34:15Z
Buckley Smith,Growing Canadian tech haven is not where you’d expect,"When it comes to Canadian tech hubs, the province of Nova Scotia rarely comes to mind - but it should. Nova Scotia's","When it comes to Canadian tech hubs, the province of Nova Scotia rarely comes to mind – but it should.
Nova Scotia’s world-class post-secondary institutions like Dalhousie University, which has often been leveraged when promoting technical innovation in the … [+7870 chars]",2019-10-05T17:24:11Z
Michael Tutton,Great white tagging program off N.S. stirs debate over treatment of sharks,Enthusiastic scientists aboard the research vessel MV Ocearch pumped their fists as a voice crackled over the radio announcing the expedition had hooked its 11th great white shark this fall off Nova Scotia.,"Enthusiastic scientists aboard the research vessel MV Ocearch pumped their fists as a voice crackled over the radio announcing the expedition had hooked its 11th great white shark this fall off Nova Scotia.
But to some marine biologists, what unfolded recent… [+7749 chars]",2019-10-15T18:54:19Z
"Natalie Kofler, Françoise Baylis, Graham Dellaire, Landon J Getz",Genetically modifying mosquitoes to control the spread of disease carries unknown risks,Mosquitoes are one of the deadliest creatures because they are carriers for many lethal viruses,"Every year, around one million people die of mosquito-borne diseases according to the World Health Organization (WHO). This is why mosquitoes are considered one of the deadliest living creatures on the planet — not because they are lethal themselves, but beca… [+8067 chars]",2019-10-06T16:29:41Z
The Canadian Press,Bring those who question climate change into the discussion: panellists,"A way must be found to bridge the tense political divide in Canada over climate change, or some citizens and political leaders will just keep avoiding the topic, panellists said on Monday, October 14, 2019, during a public forum in Halifax.","A way must be found to bridge the tense political divide in Canada over climate change, or some citizens and political leaders will just keep avoiding the topic, panellists said Monday during a public forum in Halifax.
Megan Leslie, the chief executive of th… [+4086 chars]",2019-10-16T14:28:38Z
Elizabeth Payne,Businessman says he suffers from Havana syndrome after incident during trade mission,"An Ontario businessman who travelled to Cuba in 2017 could be the first private Canadian citizen to have symptoms consistent with Havana syndrome, the mysterious illness that has affected diplomats and their families who were posted there. The man, who has as…","An Ontario businessman who travelled to Cuba in 2017 could be the first private Canadian citizen to have symptoms consistent with Havana syndrome, the mysterious illness that has affected diplomats and their families who were posted there.
The man, who has a… [+4714 chars]",2019-10-09T10:00:00Z
Tyler Dawson,"Here’s what you need to know about Trudeau, Scheer, Singh, May, Bernier and Blanchet",Scheer has been Conservative since high school; Singh may just be hipper than Trudeau; Bernier was in Harper's cabinet; and May wasn't born in Canada,"Watch the videos or read the transcripts to find out what you need to know about all of the federal party leaders ahead of the Oct. 21 vote. You can also find out what the parties are promising Canadians here. 
Andrew Scheer
Andrew Scheer has been a Conserv… [+5803 chars]",2019-10-18T18:40:24Z
Douglas Quan,"Rain, the horror! Parents divided over postponing Halloween due to bad weather",'It’ll be miserable for everybody. It’ll be muddy and cold. What’s wrong with bumping it for a day?',"With a storm system set to barrel down on parts of Eastern Canada, Montreal mother Andrea Haid took to Twitter Wednesday appealing to the city’s mayor to postpone Halloween for a day.
After learning that the neighbouring suburb of Sainte-Julie had taken the … [+4950 chars]",2019-10-30T23:59:29Z
The New York Times,Scientist who discredited meat guidelines didn’t report past food industry ties,"Critics of the meat study say that while Johnston may have technically complied with the letter of the disclosure rules, he did not comply with the spirit of financial disclosure","A surprising new study challenged decades of nutrition advice and gave consumers the green light to eat more red and processed meat. But what the study didn’t say is that its lead author has past research ties to the meat and food industry.
The new report, p… [+10036 chars]",2019-10-07T01:17:33Z
Andy Heil,Ethical Red Flags Raised By Russia's CRISPR King,Moscow biologist and DNA specialist Denis Rebrikov has been kicking a scientific and ethical hornet's nest for nearly a year. Three prominent experts help parse the ethical dilemma over gene-editing work like his.,"Moscow biologist and DNA specialist Denis Rebrikov has spent much of the past year kicking a scientific and ethical hornet's nest with increasing urgency.
In the summer, he announced his ambitions to genetically modify human embryos for pregnancy using a tec… [+15927 chars]",2019-10-26T10:33:13Z
Cheryl Chan,Elizabeth May timeline: Green leader to step down after 13 years at head of party,"Born in Connecticut, a teenage Elizabeth May moved to Nova Scotia with her family in 1973, working in the family’s restaurant and gift shop on the Cabot Trail. May first stepped into the public spotlight in the mid-1970s to protest aerial insecticide spraying…","Born in Connecticut, a teenage Elizabeth May moved to Nova Scotia with her family in 1973, working in the family’s restaurant and gift shop on the Cabot Trail. May first stepped into the public spotlight in the mid-1970s to protest aerial insecticide spraying… [+2869 chars]",2019-11-05T01:27:32Z
Elizabeth Mcsheffrey,Nova Scotia first province to include breast density results in all mammograms,The Nova Scotia health department is encouraging any women who have had a screening done in the last two years to contact their primary health care provide and ask for their breast density information.,"Nova Scotia has become the first province to provide breast density results to all women who undergo a mammogram, using a new technology pioneered in-house.
The standardized changes are effective immediately, with the new Densitas breast density assessment s… [+2760 chars]",2019-10-29T18:35:41Z
Jenny Weitzman,Confusion at the fish counter: How to eat fish responsibly,Here’s how to make a responsible choice at the fish counter.,"It now seems absurd that anyone once believed the ocean was inexhaustable: fish stocks are in dismal shape and scientists say overfishing is a global problem with potentially irreversible consequences to ecosystems and human livelihoods.
Sustainability has b… [+5784 chars]",2019-10-27T18:59:41Z
Jonathan Forani,Why have there been so many meat recalls in Canada?,"A recent spate of food recalls across Canada related to E. coli and Listeria concerns reflect a more demanding Canadian Food Inspection Agency and not necessarily dangerous meat products, says one industry expert.","TORONTO -- After a spate of food recalls across Canada, its easy to wonder: What is happening to the meat industry?
Hundreds of beef and veal products have been recalled by the Canadian Food Inspection Agency. The notices name dozens of retail businesses fro… [+2159 chars]",2019-10-16T18:11:46Z
Digital Producer,Halifax police arrest 18 Extinction Rebellion protesters at Macdonald Bridge - CTV News,"More than a dozen people were arrested and released following a planned protest that prompted the closure of the Macdonald Bridge, which links Halifax and Dartmouth, Monday morning.","More than a dozen people were arrested and released following a planned protest that prompted the closure of the Macdonald Bridge, which links Halifax and Dartmouth, Monday morning.
There was a heavy police presence on the Dartmouth side of the bridge for th… [+5802 chars]",2019-10-07T18:47:00Z
Caroline Williamson,A Gus* Modern x LUUM Textiles Mashup That Creates Playful Results,Gus* Modern launched a collection with LUUM Textiles that reimagines the Halifax Chair and Porter End Table with new colorways based on LUMM's Knurl fabric.,Canadian furniture favorites Gus* Modern just launched a limited edition collection with LUUM Textiles that resulted in delightful color combinations. The collaboration reimagines the Gus* Modern Halifax Chair and Porter End Table with three new colorways cen… [+344 chars],2019-10-17T17:00:29Z
THE CANADIAN PRESS,Man falls off Macdonald Bridge after slow speed chase with police - CTV News,Man falls off Macdonald Bridge after slow speed chase with police CTV News View full coverage on Google News,"HALIFAX -- Nova Scotia's police watchdog is investigating after a 29-year-old man fell to his death from a Halifax bridge following a ""slow-speed pursuit"" involving municipal officers.
The Serious Incident Response Team, or SIRT, confirmed Monday it's invest… [+1149 chars]",2019-10-21T13:07:00Z
John McPhee,Yale astrophysicist to talk in Halifax tonight about changing ideas of our universe - Truro Daily News,"The Washington Post calculates that the leader of Priyamvada Natarajan’s country had made 13,435 false or misleading claims as of Oct. 9.

In this climate of fact-denial and “fake news,” it’s more important than ever to","The Washington Post calculates that the leader of Priyamvada Natarajan’s country had made 13,435 false or misleading claims as of Oct. 9.
In this climate of fact-denial and “fake news,” it’s more important than ever to stand up for evidence-based thinking, t… [+3732 chars]",2019-11-01T12:07:41Z
Rachel Thompson,72 female MPs sign open letter condemning 'colonial' media coverage of Meghan Markle,72 female politicians in the UK have written an open letter to Meghan Markle pledging their solidarity with her as she and Prince Harry take a stand against several British media outlets. Holly Lynch MP — Labour MP for Halifax — tweeted an image of the letter…,"72 female politicians in the UK have written an open letter to Meghan Markle pledging their solidarity with her as she and Prince Harry take a stand against several British media outlets. 
Holly Lynch MP Labour MP for Halifax tweeted an image of the letter, … [+2162 chars]",2019-10-30T13:02:40Z
Michael Tutton,"Power outages, fallen trees as Maritimes rocked by strong fall storm - CTV News","Power outages, fallen trees as Maritimes rocked by strong fall storm CTV News Thousands of Maritimers without power as storm brings high winds, heavy rain Global News 'Weather bomb' hits N.S. with power outages, downed trees, flooding CBC.ca View full coverag…","HALIFAX -- Thousands of Maritimers lost power on Thursday as a slow-moving fall storm crawled through the region, bringing downpours, powerful gusts and toppled trees.
Forecasters said sustained winds of about 60 kilometres per hour hit parts of Nova Scotia,… [+1993 chars]",2019-10-17T21:44:00Z
Andrew Rankin,UPDATED: Province of Nova Scotia bans street checks - TheChronicleHerald.ca,UPDATED: Province of Nova Scotia bans street checks TheChronicleHerald.ca Head of N.S. prosecution service says bill ending arbitration a 'disaster' HalifaxToday.ca Projects aimed at preventing sexual violence on N.S. campuses get funding CBC.ca Legal experts…,"HALIFAX, N.S. — Lynn Jones saw the ban as a particular victory for the leaders of her community who simply refused to tolerate police street checks. 
Justice Minister Mark Furey’s announcement on Friday to move what was a temporary moratorium on street check… [+4002 chars]",2019-10-19T15:51:06Z
HalifaxToday Staff,Blue-green algae risk advisory for Lake Micmac has been lifted - HalifaxToday.ca,Blue-green algae risk advisory for Lake Micmac has been lifted HalifaxToday.ca,"NEWS RELEASEHALIFAX REGIONAL MUNICIPALITY*************************The Halifax Regional Municipality is advising residents that the blue-green algae risk advisory previously in effect for Lake Micmac in Dartmouth has been lifted.
The off-leash dog area of Shu… [+1455 chars]",2019-10-18T18:53:00Z
,Scientist faces criticism on red meat study - Waterloo Chronicle,Scientist faces criticism on red meat study Waterloo Chronicle View full coverage on Google News,"HALIFAX A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University's Bradley Johnston said Satu… [+1334 chars]",2019-10-06T03:06:46Z
Michael MacDonald,Liberals bracing for losses in Atlantic Canada as polls open on the East Coast - CTV News,"Liberals bracing for losses in Atlantic Canada as polls open on the East Coast CTV News Natural resources, jobs and taxes in Andrew Scheer's letter to Dwight Ball CBC.ca Hundreds in Calgary attend Justin Trudeau rally Edmonton Journal How Justin Trudeau and A…","HALIFAX -- Four years after Atlantic Canadians gave Justin Trudeau a sweeping electoral endorsement -- handing his Liberals all 32 of the region's seats -- the party is bracing for losses that could have a significant impact on the final tally later tonight.… [+3201 chars]",2019-10-21T20:56:00Z
Tina Comeau,Options being pursued with suspension of cancer care traveling clinics to Yarmouth and New Glasgow - SaltWire Network,Options being pursued with suspension of cancer care traveling clinics to Yarmouth and New Glasgow SaltWire Network Options being pursued with suspension of cancer care traveling clinics to Yarmouth and New Glasgow | The News The News View full coverage on Go…,"YARMOUTH, N.S. — Cancer Care Nova Scotia is hoping a suspension of cancer clinics in Yarmouth and New Glasgow – due to the unavailability of oncologists to travel – will be a short-term situation.In the meantime, with patients now having to drive to Halifax, … [+5618 chars]",2019-10-21T16:27:38Z
Nick Douglas,What's Coming and Going From Netflix in November 2019,"This month, Netflix gets Billy on the Street, Fear and Loathing in Las Vegas, Grease, Rosemary’s Baby, Step Brothers, The Game, the full Matrix trilogy (last seen on Netflix June 30 ), and Zombieland. Read more...","This month, Netflix gets Billy on the Street, Fear and Loathing in Las Vegas, Grease, Rosemarys Baby, Step Brothers, The Game, the full Matrix trilogy (last seen on Netflix June 30), and Zombieland.
In original series, theres a new Japan edition of Queer Eye… [+4370 chars]",2019-10-23T14:54:00Z
Jon Evans,The surprisingly boring road to self-driving cars,"At last, it is here! The truly self-driving car, no human behind the wheel! For the public! …A few hundred of them, in a closed beta, in a small corner of sun-drenched (never snow-drenched, almost never water-drenched) suburban Phoenix, five years later than …","At last, it is here! The truly self-driving car, no human behind the wheel! For the public! …A few hundred of them, in a closed beta, in a small corner of sun-drenched (never snow-drenched, almost never water-drenched) suburban Phoenix, five years later than … [+5252 chars]",2019-11-03T14:00:47Z
Claire Cock-Starkey,"The Grim Story of the Mackay-Bennett, the Titanic's Mortuary Ship","When the supposedly unsinkable 'Titanic' went down on April 15, 1912, the Halifax-based ship 'Mackay-Bennett' was assigned to recover its victims.","Kitty ONeil could do it all. A stuntwoman, drag racer, and diver, the legendary daredevil's skills were once described by the Chicago Tribune as full and partial engulfment in fire; swimming; diving; water skiing; scuba diving; horse falls, jumps, drags, and … [+7781 chars]",2019-11-01T19:30:00Z
Claire Cock-Starkey,"The Grim Story of the Mackay-Bennett, the Titanic's Mortuary Ship","When the supposedly unsinkable 'Titanic' went down on April 15, 1912, the Halifax-based ship 'Mackay-Bennett' was assigned to recover its victims.","At 11:40 p.m. on April 14, 1912, the RMS Titanic hit an iceberg about 375 miles off the coast of Newfoundland, Canada. The supposedly unsinkable ocean liner was four days into her journey from Southampton, England, to New York when the call to abandon ship ra… [+6159 chars]",2019-11-01T19:30:00Z
,Study: red meat not so bad? - Canada News - Castanet.net,A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.,"A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University's Bradley Johnston said Saturday tha… [+2269 chars]",2019-10-06T13:55:00Z
David Lao,"1 dead, 3 missing in New Orleans building collapse - Global News","1 dead, 3 missing in New Orleans building collapse Global News 1 dead, 3 missing after hotel collapse in New Orleans CTV News 1 dead and 3 missing in New Orleans hotel collapse CBC.ca UDPATE: Collapse of New Orleans Hard Rock Hotel under construction WGNO New…","One person has died and another three are missing after the upper part of a building collapsed in New Orleans, according to authorities.
The upper six to eight floors of the Hard Rock Hotel, which had been under construction for several months, came crashing… [+2112 chars]",2019-10-12T16:54:10Z
"You, also written by You","A Week In Halifax, NS, On A $52,000 Salary","Welcome to Money Diaries, where we’re tackling what might be the last taboo facing modern working women: money. We’re asking millennials how they spend their hard-earned money during a seven-day period — and we’re tracking every last dollar. Attention, Canadi…","10 p.m. My friend pours me a glass of wine. Some of our other pals come over, and we chat and play with my friend's dogs. She loans me a copy of Priestdaddy by Patricia Lockwood, and I'm looking forward to curling up in bed and reading. I get a ride home. 11:… [+271 chars]",2019-10-28T12:00:18Z
The Canadian Press,Tories and NDP put dent in Liberal dominance of Atlantic provinces - CTV News,Tories and NDP put dent in Liberal dominance of Atlantic provinces CTV News Canadian election results 2019: A live riding-by-riding map of the vote National Post Over to you Canada Maclean's EDITORIAL: A divided Canada on election day Toronto Sun How Justin T…,"HALIFAX -- Atlantic Canada's once monochromatic electoral map, awash in Liberal red since 2015, received a slight makeover Monday as the Tories, NDP and Greens punched holes in the Liberals' East Coast fortress.
Four years ago, voters across the region hande… [+2861 chars]",2019-10-22T00:42:00Z
Joy Chiekwe,Appropriate exercise can benefit those recovering from cancer treatments - TheChronicleHerald.ca,"One in two Canadians will be diagnosed with some kind of cancer in their lifetime. In previous years, a cancer diagnosis was accompanied by a prescription to rest as much as possible and to limit any kind of physical activity","One in two Canadians will be diagnosed with some kind of cancer in their lifetime. In previous years, a cancer diagnosis was accompanied by a prescription to rest as much as possible and to limit any kind of physical activity to a bare minimum. Though that ma… [+3276 chars]",2019-10-16T09:36:49Z
Jeremiah Rodriguez,Who are Extinction Rebellion? A look at climate change activists protesting globally - CTV News,"Who are Extinction Rebellion? A look at climate change activists protesting globally CTV News 'We have the right to rebel': Extinction Rebellion begin Westminster shutdown Guardian News Activists block roads, march in cities around the world to demand action …","TORONTO -- Climate change activist group Extinction Rebellion have been shutting down roads and bridges around the world on Monday in protest for climate justice.
Here's a look at the group and what they hope to accomplish.
WHO ARE EXTINCTION REBELLION?
Th… [+3371 chars]",2019-10-07T21:50:00Z
Alison Foreman,Everything coming to Netflix in November 2019,"November marks a lot of movement for Netflix. We're losing favorites like The Lord of the Rings, Blue Bloods, Mamma Mia!, Coco, Scream, and The Sixth Sense — but gaining a whole lot more. Here's what's coming. On the TV side, Netflix is bringing back new seas…","November marks a lot of movement for Netflix.
We're losing favorites like The Lord of the Rings, Blue Bloods, Mamma Mia!, Coco, Scream, and The Sixth Sense but gaining a whole lot more. Here's what's coming. 
On the TV side, Netflix is bringing back new sea… [+5380 chars]",2019-10-24T09:30:00Z
John Struan,"The Deep Dark is an art installation that asks ""why do we fear the dark?""","The Deep Dark is a recurring art installation by Caitlind Brown and Wayne Garrett: To develop the installation, the artists conducted interviews, asking: why do we fear the dark? Is darkness a presence or an absence? What separates real fears of nighttime fro…","To develop the installation, the artists conducted interviews, asking: why do we fear the dark? Is darkness a presence or an absence? What separates real fears of nighttime from imaginary fears of things we cannot see? By unearthing commonalities between inte… [+771 chars]",2019-10-11T11:15:56Z
,"Climate protesters shut down traffic in Calgary, other Canadian cities as part of global action - Calgary Herald","Climate protesters shut down traffic in Calgary, other Canadian cities as part of global action Calgary Herald Climate change activists, drivers clash at Walterdale Bridge blockade Monday morning in Edmonton Global News Extinction Rebellion protesters block t…","Protesters shut down traffic on major bridges across Canada on Monday as they joined in an international day of action meant to galvanize governments into taking more urgent action on climate change.
In Calgary, about 50 people took to the intersection of 10… [+4487 chars]",2019-10-08T02:52:29Z
